1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	VALIDATION	ORIGIN	CLUSTER	TABLE	CELL	NAME_COL1	NAME_COL2	ENTITY_COL1	PREDICATE	ENTITY_COL2
0	2	32	4	8	153	-1	2	32	32	1	1	11	0,0909090909	32	11	0,0075527703	0,0004073074	0,0087431528	0,0465858768	1	1	1	0	11	0	0	0	0,4285714286	0,4285714286	31	0,96875	31	0,96875	10	0,9090909091	1	1	1	1	0	0	-1	1	0	0	29069	78	12	3	11943	12264	1402	2547	12251	8666	334	179	260	44692	0,020655435	0,005817596	17	1	f	17	309616.2	4:-1:2	protag_article@3	award@3	https://en.wikipedia.org/wiki/Calle_13_(band) :Q1027200	P166 :award received@en	https://en.wikipedia.org/wiki/Latin_Grammy_Award_for_Album_of_the_Year :Q6496321
0	1	23	15	1,5333333333	76	-1	1	13	13	1	1	13	0,0769230769	13	13	0,0151595775	0,0006644301	0,010310252	0,0644436319	1	1	1	0	10	0	0	0	0	0	1	0,0434782609	1	0,0769230769	1	0,0769230769	1	1	1	1	0	0	-1	1	0	0	14081	11	1	5811	48121	48144	5997	2484	48144	46688	353	347	353	123721	0,0074323167	0,0028531939	28	1	f	28	721141.1	4:-1:1	protag_article@3	2__spancol@3	https://en.wikipedia.org/wiki/Chad_Kolarik :Q5066284	P69 :educated at@en	https://en.wikipedia.org/wiki/University_of_Michigan :Q230492
0	1	45	5	9	520	2	0	107	44	2,4318181818	91	44	2,0681818182	107	107	0,002894945	0,003574861	0,0115412255	0,309747092	1	1	1	11	18	0	1	0,4	0	0,4	44	0,9777777778	105	0,9813084112	105	0,9813084112	0	1	1	1	0	0	1	1	0	0	579	514	54	2	79051	30486	17482	29141	79049	76336	62324	59851	26154	52523	0,7840468455	0,4979532776	159	1	f	159	227582.1	25:2:0	cast@3	titl@3	https://en.wikipedia.org/wiki/Woody_Strode :Q609860	P161-1 :cast member@en	https://en.wikipedia.org/wiki/The_Final_Executioner :Q7733909
0	3	17	4	4,25	102	1	2	17	17	1	17	10	1,7	17	17	0,0071338212	0,0006410811	0,0133908223	0,0478746636	1	1	1	16	9	1	0	0	0,2222222222	0,2222222222	16	0,9411764706	16	0,9411764706	16	0,9411764706	0	1	1	1	0	0	1	1	0	0	1966	32	5	1830	3385	3263	1340	38	3385	1747	2825	1367	2824	3273	0,7824842587	0,8628169875	735	1	f	735	230953.3	7:1:2	player@3	team@3	https://en.wikipedia.org/wiki/Joe_Morgan :Q3176269	P54 :member of sports team@en	https://en.wikipedia.org/wiki/Cincinnati_Reds :Q826751
0	74	33	12	2,75	198	3	1	35	30	1,1666666667	34	4	8,5	35	34	0,0055794217	5,46047080004503E-06	0,0031061523	0,0017579533	1	1	1	9	9	0	0	0,1714285714	0,0625	0,1714285714	26	0,7878787879	27	0,7714285714	27	0,7941176471	0	1	1	1	0	0	1	1	0	0	58817	6	1	16849	1383	1259	913	4	1383	963	1064	715	1064	1365	0,7424714434	0,7794871795	6796	1	f	6796	705116.74	2:3:1	player**player@3	pos**pos@3	https://en.wikipedia.org/wiki/Marco_Silvestri :Q6757717	P413 :position played on team / speciality@en	https://en.wikipedia.org/wiki/Goalkeeper_(association_football) :Q201330
0	1	50	6	8,3333333333	402	0	1	31	31	1	13	18	0,7222222222	31	18	0,0015515819	0,0013308478	0,000851445	1,5630460873	1	1	1	9	9	0	0	0	0	0	20	0,4	20	0,6451612903	11	0,6111111111	1	1	1	1	0	0	1	1	1	1	40	9	1	1	44017	44590	2551	14813	45019	15284	13121	2094	1982	55378	0,1370060194	0,0357903861	53	1	f	53	959370.1	13:0:1	counti@3	locat@3	https://en.wikipedia.org/wiki/Laclede_County,_Missouri :Q490112	P36 :capital@en	https://en.wikipedia.org/wiki/Lebanon,_Missouri :Q954894
0	44	14	2	7	38	1	0	12	9	1,3333333333	12	9	1,3333333333	12	12	0,2055602751	3,29375598658716E-05	0,1123884671	0,0002930689	1	1	1	10	88	0	0	0	0,8	0,8	2	0,1428571429	3	0,25	3	0,25	1	1	1	1	0	1	1	1	0	0	846719	70	1	184804	1694	1520	452	168	1754	760	566	184	470	2328	0,2421052632	0,2018900344	1826	1	f	1826	373018.44	5:1:0	broadcast@3	countri@3	https://en.wikipedia.org/wiki/IRIB_TV3 :Q4525502	P17 :country@en	https://en.wikipedia.org/wiki/Iran :Q794
0	19	8	5	1,6	24	1	2	8	8	1	8	6	1,3333333333	8	8	0,0612012844	4,87729251860022E-05	0,0354855256	0,0013744456	1	1	1	11	88	0	0	0	0	0	8	1	8	1	8	1	1	1	1	1	0	1	1	1	0	0	372150	8	1	80574	20035	18781	9691	1148	20035	10757	11963	5574	11114	30968	0,5181742121	0,3588865926	47	1	f	47	747359.19	7:1:2	name@3	nation@3	https://en.wikipedia.org/wiki/Ivano_Brugnetti :Q550384	P27 :country of citizenship@en	https://en.wikipedia.org/wiki/Italy :Q38
0	1	38	7	5,4285714286	114	3	2	38	38	1	20	19	1,0526315789	38	38	0,0003374571	0,0002825684	0,0002078228	1,359660351	1	1	1	9	9	0	0	0	0	0	17	0,4473684211	17	0,4473684211	17	0,4473684211	0	1	1	1	0	0	1	1	0	0	147	38	1	1	3333	3333	118	104	3333	245	1360	81	1360	3403	0,3306122449	0,39964737	2418	1	f	2418	227647.1	17:3:2	h_a@3	oppon@3	https://en.wikipedia.org/wiki/Rugby_Park :Q1637255	P466 :occupant@en	https://en.wikipedia.org/wiki/Kilmarnock_FC :Q210961
0	3	3	26	0,1153846154	264	19	22	1	1	1	1	1	1	1	1	0,0085427318	0,0086330262	0,0047687349	1,8103388914	1	1	1	10	10	0	0	0	0	0	1	0,3333333333	1	1	1	1	0	1	1	1	0	0	1	1	1	1	16	36	1	1	183	183	17	20	183	34	21	2	17	663	0,0588235294	0,0256410256	2122	1	f	2122	524715.3	2:19:22	1__of-1@3	4__of-1@3	https://en.wikipedia.org/wiki/Lieutenant :Q186024	P156-1 :followed by@en	https://en.wikipedia.org/wiki/Second_Lieutenant :Q10918728
0	1	1	5	0,2	13	-1	2	1	1	1	1	1	1	1	1	0,0010649229	0,0001265519	0,0006975956	0,1814114974	1	1	1	0	17	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	-1	1	0	1	241	21	1	94	180	192	138	35	192	188	158	154	151	182	0,8191489362	0,8296703297	1828	1	f	1828	61334.1	1:-1:2	protag_article@3	china_railway@3	https://en.wikipedia.org/wiki/Haiyan_Dashi_railway_station :Q5639790	P81 :connecting line@en	https://en.wikipedia.org/wiki/Qinghai%E2%80%93Tibet_railway :Q233754
0	1	22	6	3,6666666667	145	-1	3	4	4	1	1	4	0,25	4	4	0,0612012844	4,87729251860022E-05	0,0354855256	0,0013744456	1	1	1	0	99	0	0	0	0	0	1	0,0454545455	1	0,25	1	0,25	1	1	1	1	0	15	-1	1	0	1	372150	8	1	40836	1015	1024	923	156	1024	1011	858	855	856	14253	0,8456973294	0,0600575317	218	1	f	218	423770.1	16:-1:3	protag_article@3	posit@3	https://en.wikipedia.org/wiki/Eduard_H%C3%A4m%C3%A4l%C3%A4inen :Q259143	P27 :country of citizenship@en	https://en.wikipedia.org/wiki/Finland :Q33
0	1	33	15	2,2	137	-1	0	28	28	1	1	12	0,0833333333	28	12	0,0071338212	0,0006410811	0,0133908223	0,0478746636	1	1	1	0	9	0	0	0	0	0	26	0,7878787879	26	0,9285714286	10	0,8333333333	1	1	1	1	0	0	-1	1	0	0	1966	32	15	351	1890	1890	139	314	1890	594	1549	455	1546	2095	0,765993266	0,737947494	1812	1	f	1812	341185.1	23:-1:0	protag_article@3	club**club@3	https://en.wikipedia.org/wiki/Tarmo_Kink :Q584576	P54 :member of sports team@en	https://en.wikipedia.org/wiki/FC_Karpaty_Lviv :Q223360
0	2	35	4	8,75	38	-1	1	28	28	1	1	28	0,0357142857	28	28	0,002894945	0,003574861	0,0115412255	0,309747092	1	1	1	0	18	0	1	0	0	0	7	0,2	7	0,25	7	0,25	1	1	1	1	0	0	-1	1	0	0	579	514	69	413	369378	369898	15923	80041	369879	363350	108812	108081	107621	503325	0,2974569974	0,2138200964	6	1	f	6	920358.2	27:-1:1	protag_article@3	titl@3	https://en.wikipedia.org/wiki/F._Murray_Abraham :Q181936	P161-1 :cast member@en	https://en.wikipedia.org/wiki/The_Good_Wife :Q19570
0	10	10	4	2,5	30	1	2	10	10	1	10	10	1	10	10	0,0071338212	0,0006410811	0,0133908223	0,0478746636	1	1	1	148	10	0	0	0	0,2222222222	0,2222222222	10	1	10	1	10	1	1	1	1	1	11	0	1	1	0	0	1966	32	4	77	6736	6736	1214	248	6736	1749	5358	1185	5344	7504	0,6775300172	0,7121535181	275	1	f	275	233218.10	2:1:2	rider@3	team@3	https://en.wikipedia.org/wiki/J%C3%BCrgen_Roelandts :Q518423	P54 :member of sports team@en	https://en.wikipedia.org/wiki/Lotto%E2%80%93Soudal :Q841014
0	2	23	6	3,8333333333	89	3	1	20	20	1	8	20	0,4	20	20	0,000052901	0,000898444	0,0004993914	1,7990779067	1	1	1	10	17	0	1	0	0	0	1	0,0434782609	1	0,05	1	0,05	1	1	1	1	0	0	1	1	0	0	10	2111	10	1	1313	1325	143	1039	1343	1071	18	16	18	3501	0,0149393091	0,0051413882	1118	1	f	1118	670428.2	14:3:1	network@3	titl@3	https://en.wikipedia.org/wiki/Comedy_Central :Q131439	P750-1 :distributor@en	https://en.wikipedia.org/wiki/South_Park :Q16538
0	12	103	6	17,1666666667	249	2	0	17	16	1,0625	12	11	1,0909090909	17	12	0,0009934781	0,0045668757	0,0026388426	1,7306358457	1	1	1	10	17	0	1	0	0	0	2	0,0194174757	2	0,1176470588	1	0,0833333333	0	1	1	1	0	0	1	1	1	1	41	675	10	1	1001	975	123	507	1001	548	27	14	26	1921	0,0255474453	0,0135346174	2375	1	f	2375	630946.12	46:2:0	compo@3	film@3	https://en.wikipedia.org/wiki/Vishal_Bhardwaj :Q2742292	P57-1 :director@en	https://en.wikipedia.org/wiki/Kaminey :Q3031575
0	4	57	5	11,4	809	1	0	48	47	1,0212765957	43	47	0,914893617	48	48	0,0005512018	0,0018899563	0,0012047367	1,5687713246	1	1	1	11	17	0	1	0	0	0	5	0,0877192982	5	0,1041666667	5	0,1041666667	1	1	1	1	0	0	1	1	0	0	29	1629	52	1	27484	26848	6450	25646	27477	26290	2679	2555	2598	52523	0,0971852415	0,0494640443	159	1	f	159	183461.4	7:1:0	director@3	titl@3	https://en.wikipedia.org/wiki/Joseph_Kane :Q555092	P162-1 :producer@en	https://en.wikipedia.org/wiki/Fighting_Coast_Guard :Q981670
0	1	1	4	0,25	3	3	2	1	1	1	1	1	1	1	1	0,0060814137	0,0011855337	0,0034563608	0,3430005736	1	1	1	17	10	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	621	56	1	5	6364	9406	3279	2336	9358	6250	4638	2606	4395	19323	0,41696	0,2274491539	306	1	f	306	498641.1	1:3:2	album@3	other_artist@3	https://en.wikipedia.org/wiki/God_of_the_Serengeti :Q1653072	P175 :performer@en	https://en.wikipedia.org/wiki/Vinnie_Paz :Q529289
0	1	11	4	2,75	11	-1	1	11	11	1	1	11	0,0909090909	11	11	0,0001833845	0,0014114443	0,0008122565	1,7376829999	1	1	1	0	18	0	1	0	0	0	1	0,0909090909	1	0,0909090909	1	0,0909090909	1	1	1	1	0	0	-1	1	0	0	23	503	17	1	52264	52314	2500	33084	52298	51897	11	11	11	73562	0,0002119583	0,0001495337	67	1	f	67	298769.1	1:-1:1	protag_article@3	film@3	https://en.wikipedia.org/wiki/Natarajan_Subramaniam :Q6968406	P344-1 :director of photography@en	https://en.wikipedia.org/wiki/Youth_(2002_film) :Q8059159
0	22	8	5	1,6	48	0	4	8	8	1	8	7	1,1428571429	8	8	0,0004815917	0,002673796	0,0016002881	1,6708216714	1	1	1	41	9	0	0	0	0	0	1	0,125	1	0,125	1	0,125	0	1	1	1	0	0	1	1	0	0	25	10308	1	1	1411	1422	78	101	1469	182	86	5	86	1752	0,0274725275	0,049086758	951	1	f	951	433527.22	5:0:4	home**home@3	match_inform**venu@3	https://en.wikipedia.org/wiki/Cronulla-Sutherland_Sharks :Q3003720	P127-1 :owned by@en	https://en.wikipedia.org/wiki/Endeavour_Field :Q5375987
0	2	29	13	2,2307692308	94	0	2	20	20	1	6	6	1	20	6	0,0006539023	3,47504361714866E-05	0,0004173836	0,0832577823	1	1	1	9	9	0	0	0	0,5454545455	0,5454545455	16	0,5517241379	16	0,8	5	0,8333333333	0	1	1	1	0	0	1	1	1	1	6005	10	1	19	810	810	296	108	810	345	575	215	573	1960	0,6231884058	0,2923469388	2065	1	f	2065	693086.2	4:0:2	club**club@3	leagu**divi@3	https://en.wikipedia.org/wiki/AFC_Ajax :Q81888	P118 :league@en	https://en.wikipedia.org/wiki/Eredivisie :Q167541
0	4	34	7	4,8571428571	125	6	2	14	14	1	9	14	0,6428571429	14	14	0,0006410811	0,0071338212	0,0133908223	0,5327395869	1	1	1	56	10	0	0	0	0	0	4	0,1176470588	4	0,2857142857	4	0,2857142857	1	1	1	1	0	0	1	1	0	0	32	1966	18	2	4041	4058	1367	3485	4071	3718	3069	2792	3069	8767	0,7509413663	0,3500627353	550	1	f	550	89174.4	10:6:2	club@3	player@3	https://en.wikipedia.org/wiki/%C5%BDFK_Spartak_Subotica :Q3073730	P54-1 :member of sports team@en	https://en.wikipedia.org/wiki/Violeta_Slovi%C4%87 :Q7933313
0	1	3	5	0,6	47	4	0	3	3	1	2	3	0,6666666667	3	3	0,0016506785	0,0164627079	0,0089899498	1,8312346836	1	1	1	37	62	1	1	0,3476190476	0	0,3476190476	2	0,6666666667	2	0,6666666667	2	0,6666666667	1	1	1	1	19	22	1	1	0	0	5	27137	1	1	218	211	102	171	218	181	142	119	142	319	0,6574585635	0,4451410658	4268	1	f	4268	242357.1	1:4:0	death@3	descend@3	https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Sceaux :Q1579344	P20-1 :place of death@en	https://en.wikipedia.org/wiki/Louis-Auguste_de_Bourbon,_duc_du_Maine :Q361117
0	4	10	4	2,5	30	2	1	10	10	1	6	10	0,6	10	10	0,0006410811	0,0071338212	0,0133908223	0,5327395869	1	1	1	54	9	0	0	0	0	0	10	1	10	1	10	1	0	1	1	1	0	0	1	1	0	0	32	1966	167	6	556	510	164	298	556	388	480	325	439	560	0,837628866	0,7839285714	4025	1	f	4025	839142.4	2:2:1	club@3	player@3	https://en.wikipedia.org/wiki/FC_BATE_Borisov :Q191101	P54-1 :member of sports team@en	https://en.wikipedia.org/wiki/Vitali_Rodionov :Q2087189
0	9	10	4	2,5	30	1	2	10	10	1	10	10	1	10	10	0,0071338212	0,0006410811	0,0133908223	0,0478746636	1	1	1	147	10	0	0	0	0,2222222222	0,2222222222	10	1	10	1	10	1	1	1	1	1	11	0	1	1	0	0	1966	32	2	63	22604	22556	1868	304	22605	2884	18453	1844	18365	24777	0,6393897365	0,7412116075	71	1	f	71	924886.9	8:1:2	rider@3	team@3	https://en.wikipedia.org/wiki/Samuel_S%C3%A1nchez :Q298185	P54 :member of sports team@en	https://en.wikipedia.org/wiki/BMC_Racing_Team :Q787401
0	14	30	3	10	90	2	1	30	30	1	29	30	0,9666666667	30	30	0,0005512018	0,0018899563	0,0012047367	1,5687713246	1	1	1	10	18	0	1	0	0	0	6	0,2	6	0,2	6	0,2	1	1	1	1	0	0	1	1	0	0	29	1629	19	2	2239	2233	1262	1804	2271	1911	370	252	364	4928	0,1318681319	0,0738636364	886	1	f	886	915847.14	14:2:1	director@3	film@3	https://en.wikipedia.org/wiki/James_Cameron :Q42574	P162-1 :producer@en	https://en.wikipedia.org/wiki/Titanic_(1997_film) :Q44578
0	3	14	4	3,5	51	3	2	3	3	1	3	3	1	3	3	0,0055794217	5,46047080004503E-06	0,0031061523	0,0017579533	1	1	1	23	10	0	0	0,1818181818	0,1875	0,1875	2	0,1428571429	2	0,6666666667	2	0,6666666667	1	1	1	1	0	0	1	1	0	0	58817	6	1	16849	605093	406086	80362	21	605095	97620	299275	60646	299267	549029	0,6212456464	0,5450841395	2	1	f	2	632815.3	6:3:2	player@3	posit@3	https://en.wikipedia.org/wiki/Bogdan_Ionu%C8%9B_Miron :Q4937454	P413 :position played on team / speciality@en	https://en.wikipedia.org/wiki/Goalkeeper_(association_football) :Q201330
0	5	12	4	3	80	1	2	12	12	1	5	9	0,5555555556	12	11	5,67888963204683E-06	5,67888963204683E-06	7,30439225033981E-05	0,0777462305	1	1	1	91	91	0	0	0	0	0	10	0,8333333333	10	0,8333333333	9	0,8181818182	1	1	1	1	6	6	1	1	0	0	195	195	148	47	2983	2955	1376	1522	4422	3683	276	124	41	5564	0,0336682053	0,0073687994	590	1	f	590	1064219.5	8:1:2	gold@3	silver@3	https://en.wikipedia.org/wiki/Russia :Q159	P530-1 :diplomatic relation@en	https://en.wikipedia.org/wiki/Spain :Q29
0	1	6	3	2	10	1	2	2	2	1	2	2	1	2	2	3,29375598658716E-05	0,2055602751	0,1123884671	1,829015738	1	1	1	87	10	0	0	0,4	0	0,4	1	0,1666666667	1	0,5	1	0,5	1	1	1	1	1	0	1	1	0	0	70	846719	717475	1	5638	12299	320	3566	12331	4241	7132	2311	1941	12121	0,5449186513	0,1601353024	464	1	f	464	9133.1	3:1:2	country,_territori_or_sea@3	note@3	https://en.wikipedia.org/wiki/United_States :Q30	P17-1 :country@en	https://en.wikipedia.org/wiki/Alaska :Q797
0	1	15	12	1,25	35	-1	0	13	13	1	1	1	1	13	1	0,0071338212	0,0006410811	0,0133908223	0,0478746636	1	1	1	0	16	0	1	0	0	0	13	0,8666666667	13	1	1	1	1	1	1	1	0	0	-1	1	0	1	1966	32	2	206	5772	5784	424	520	5784	1453	5192	1271	5189	7302	0,8747419133	0,7106272254	576	1	f	576	234672.1	11:-1:0	protag_article@3	club**club@3	https://en.wikipedia.org/wiki/D%C3%A1niel_R%C3%B3zsa :Q1253574	P54 :member of sports team@en	https://en.wikipedia.org/wiki/Szombathelyi_Halad%C3%A1s :Q603133
0	1	19	4	4,75	101	1	2	16	16	1	16	16	1	16	16	0,0004815917	0,002673796	0,0016002881	1,6708216714	1	1	1	10	10	0	0	0	0	0	14	0,7368421053	14	0,875	14	0,875	1	1	1	1	0	0	1	1	0	0	25	10308	1	1	914	924	200	225	925	254	322	53	322	1178	0,2086614173	0,273344652	2621	1	f	2621	361432.1	1:1:2	locat@3	venu@3	https://en.wikipedia.org/wiki/Aktobe :Q477232	P127-1 :owned by@en	https://en.wikipedia.org/wiki/Central_Stadium_(Aktobe) :Q190784
0	5	26	7	3,7142857143	96	6	2	11	11	1	6	11	0,5454545455	11	11	0,0006410811	0,0071338212	0,0133908223	0,5327395869	1	1	1	54	10	0	0	0	0	0	11	0,4230769231	11	1	11	1	1	1	1	1	0	0	1	1	0	0	32	1966	71	2	540	542	241	503	542	517	332	311	332	1494	0,6015473888	0,2222222222	3383	1	f	3383	314261.5	29:6:2	club@3	player@3	https://en.wikipedia.org/wiki/Moghreb_Tetouan :Q929697	P54-1 :member of sports team@en	https://en.wikipedia.org/wiki/Abdeladim_Khadrouf :Q22948756
0	1	42	7	6	252	2	5	42	42	1	22	22	1	42	22	0,0002825684	0,0003374571	0,0002078228	1,6237730867	1	1	1	9	9	0	0	0	0	0	39	0,9285714286	39	0,9285714286	19	0,8636363636	1	1	1	1	0	0	1	1	0	0	38	147	1	1	9325	9325	57	89	9306	118	7306	50	7306	9325	0,4237288136	0,7834852547	1004	1	f	1004	247060.1	1:2:5	1__team@3	venu@3	https://en.wikipedia.org/wiki/Avispa_Fukuoka :Q791164	P466-1 :occupant@en	https://en.wikipedia.org/wiki/Level5_Stadium :Q1366106
0	46	8	8	1	20	1	0	6	6	1	6	1	6	6	6	0,0004296735	6,96756074085746E-06	0,0002535467	0,0274803851	1	1	1	9	53	0	0	0	0	0	1	0,125	1	0,1666666667	1	0,1666666667	0	1	1	1	0	0	1	1	0	0	2387	4	1	49	27	27	17	2	27	17	2	1	2	78	0,0588235294	0,0256410256	7486	1	f	7486	771615.46	1:1:0	head_coach@3	nat@4	https://en.wikipedia.org/wiki/R%C4%B1za_%C3%87al%C4%B1mbay :Q378768	P1532 :country for sport@en	https://en.wikipedia.org/wiki/Turkey :Q43
0	2	18	13	1,3846153846	92	-1	0	17	17	1	1	8	0,125	17	8	0,0071338212	0,0006410811	0,0133908223	0,0478746636	1	1	1	0	9	0	0	0	0	0	17	0,9444444444	17	1	8	1	1	1	1	1	0	0	-1	1	0	1	1966	32	15	167	4515	4515	376	668	4515	1511	3915	1198	3915	5024	0,7928524156	0,7792595541	651	1	f	651	61394.2	2:-1:0	protag_article@3	club**club@3	https://en.wikipedia.org/wiki/Mikhail_Sivakow :Q2442896	P54 :member of sports team@en	https://en.wikipedia.org/wiki/FC_BATE_Borisov :Q191101
0	1	5	6	0,8333333333	22	-1	2	3	3	1	1	3	0,3333333333	3	3	0,0006410811	0,0071338212	0,0133908223	0,5327395869	1	1	1	0	10	0	0	0	0	0	1	0,2	1	0,3333333333	1	0,3333333333	1	1	1	1	0	0	-1	1	0	0	32	1966	40	1	24	24	9	24	24	24	1	1	1	170	0,0416666667	0,0058823529	7278	1	f	7278	718199.1	5:-1:2	protag_article@3	bench@3	https://en.wikipedia.org/wiki/Iraklis_Thessaloniki_B.C. :Q549055	P54-1 :member of sports team@en	https://en.wikipedia.org/wiki/Dimitris_Kalaitzidis_(basketball) :Q21066394
0	2	92	3	30,6666666667	95	-1	1	89	89	1	1	89	0,0112359551	89	89	0,002894945	0,003574861	0,0115412255	0,309747092	1	1	1	0	18	0	1	0	0	0	76	0,8260869565	76	0,8539325843	76	0,8539325843	1	1	1	1	0	0	-1	1	0	0	579	514	80	3	46849	47098	5566	31712	47096	46049	13092	13047	13023	75345	0,2833286282	0,1728449134	23	1	f	23	270744.2	38:-1:1	protag_article@3	titl@3	https://en.wikipedia.org/wiki/William_Powell :Q105960	P161-1 :cast member@en	https://en.wikipedia.org/wiki/Behind_the_Make-Up :Q4880859
0	1	8	4	2	24	0	1	8	8	1	6	8	0,75	8	8	4,87729251860022E-05	0,0612012844	0,0354855256	1,7246830449	1	1	1	88	11	0	0	0,347826087	0	0,347826087	8	1	8	1	8	1	0	1	1	1	1	0	1	1	0	0	8	372150	38017	1	23676	23676	88	1448	23676	1498	22908	1389	22705	23925	0,9272363151	0,9490073145	69	1	f	69	385206.1	8:0:1	countri@3	player@3	https://en.wikipedia.org/wiki/Austria :Q40	P27-1 :country of citizenship@en	https://en.wikipedia.org/wiki/Sybille_Bammer :Q229110
0	22	6	18	0,3333333333	86	17	1	5	5	1	1	5	0,2	5	5	0,0006509318	0,0007251724	0,0012402468	0,5847000681	1	1	1	9	100	0	0	0,1428571429	0	0,1428571429	5	0,8333333333	5	1	5	1	1	1	1	1	0	1	1	1	0	0	989	1214	6	1	945	945	58	147	945	295	195	40	195	1158	0,1355932203	0,1683937824	1306	1	f	1306	322875.22	3:17:1	7__spancol@1	team_v_t_e@3	https://en.wikipedia.org/wiki/UEFA_Euro_2016_qualifying_Group_G :Q15808405	P710 :participant@en	https://en.wikipedia.org/wiki/Sweden_national_football_team :Q160826
0	3	27	9	3	26	-1	0	26	26	1	1	26	0,0384615385	26	26	0,0007251724	0,0006509318	0,0012402468	0,5248405599	1	1	1	0	54	0	0	0,3	0	0,3	3	0,1111111111	3	0,1153846154	3	0,1153846154	1	1	1	1	0	0	-1	1	0	0	1214	989	5	24	713	728	52	290	728	728	34	34	31	827	0,0467032967	0,0374848851	2788	1	f	2788	255980.3	22:-1:0	protag_article@3	year@2	https://en.wikipedia.org/wiki/Germany_national_handball_team :Q161047	P710-1 :participant@en	https://en.wikipedia.org/wiki/2011_World_Men%27s_Handball_Championship :Q474530
0	1	54	9	6	893	2	3	70	50	1,4	57	8	7,125	70	57	0,0612012844	4,87729251860022E-05	0,0354855256	0,0013744456	1	1	1	9	86	0	0	0	0	0	49	0,9074074074	69	0,9857142857	56	0,9824561404	0	1	1	1	0	1	1	1	0	0	372150	8	1	2587	911	760	567	82	911	569	877	541	695	1806	0,9507908612	0,3848283499	3424	1	f	3424	257013.1	20:2:3	athlet@3	nation@3	https://en.wikipedia.org/wiki/Dennis_Kipruto_Kimetto :Q63223	P27 :country of citizenship@en	https://en.wikipedia.org/wiki/Kenya :Q114
0	2	8	4	2	18	-1	1	7	7	1	1	7	0,1428571429	7	7	0,002894945	0,003574861	0,0115412255	0,309747092	1	1	1	0	17	0	1	0	0	0	3	0,375	3	0,4285714286	3	0,4285714286	1	1	1	1	0	0	-1	1	0	0	579	514	8	50	369378	369898	15923	80041	369879	363350	108812	108081	107621	503325	0,2974569974	0,2138200964	6	1	f	6	365881.2	4:-1:1	protag_article@3	titl@3	https://en.wikipedia.org/wiki/Beth_Behrs :Q264306	P161-1 :cast member@en	https://en.wikipedia.org/wiki/2_Broke_Girls :Q32488
0	1	509	7	72,7142857143	1031	4	0	292	289	1,0103806228	284	255	1,1137254902	294	286	0,0002231367	0,0001989359	0,0001251127	1,5900531817	1	1	1	17	10	1	0	0,125	0,1379310345	0,1379310345	238	0,4675834971	246	0,8367346939	239	0,8356643357	0	1	1	1	0	0	1	1	0	0	78	6	1	1	3583	3713	3494	3169	3748	3670	2471	2421	944	6005	0,6596730245	0,1572023314	4765	1	f	4765	776995.1	102:4:0	airport_name@3	citi_serv@3	https://en.wikipedia.org/wiki/Atka_Airport :Q2060559	P931 :place served by transport hub@en	https://en.wikipedia.org/wiki/Atka,_Alaska :Q748556
0	1	11	5	2,2	130	2	3	11	11	1	1	3	0,3333333333	11	3	5,67888963204683E-06	5,67888963204683E-06	7,30439225033981E-05	0,0777462305	1	1	1	87	87	0	0	0	0	0	11	1	11	1	3	1	1	1	1	1	1	1	1	1	0	0	195	195	181	124	5217	5057	1849	2256	10110	7301	423	150	414	5787	0,0205451308	0,0715396579	862	1	f	862	445067.1	1:2:3	gold@3	silver@3	https://en.wikipedia.org/wiki/United_States :Q30	P530 :diplomatic relation@en	https://en.wikipedia.org/wiki/Australia :Q408
0	1	95	7	13,5714285714	491	0	1	67	67	1	10	16	0,625	67	17	0,0011364113	0,0010319416	0,0006224804	1,6577897216	1	1	1	9	9	0	0	0	0	0	46	0,4842105263	46	0,6865671642	8	0,4705882353	1	1	1	1	0	0	1	1	1	1	28	6	1	1	18573	18906	1419	6083	19120	6312	4174	466	1147	22524	0,0738276299	0,0509234594	586	1	f	586	972974.1	35:0:1	counti@3	locat@3	https://en.wikipedia.org/wiki/Cleveland_County,_Oklahoma :Q484603	P1376-1 :capital of@en	https://en.wikipedia.org/wiki/Norman,_Oklahoma :Q40347
0	1	806	7	115,1428571429	2050	4	6	261	260	1,0038461538	21	9	2,3333333333	38	17	0,2055602751	3,29375598658716E-05	0,1123884671	0,0002930689	1	1	1	53	65	0	0	0	0	0	5	0,0062034739	5	0,1315789474	4	0,2352941176	0	1	1	1	0	12	1	1	1	1	846719	70	1	717475	9451	9067	355	171	3513	768	888	123	799	30057	0,16015625	0,026582826	2945	1	f	2945	275408.1	35:4:6	launch_site**function@3	lsp**outcom@3	https://en.wikipedia.org/wiki/Barking_Sands :Q10860388	P17 :country@en	https://en.wikipedia.org/wiki/United_States :Q30
